hearth_rate,oxygen_saturation,breathing_rate,blood_pressure_systolic,blood_presure_diastolic,body_temperature,is_outlier
80.84239248132573,97.89152609660161,16.42067313321892,99.47181033892997,70.58001673358811,36.642781093419465,1
79.11489741594828,96.4307628840587,17.464405070285267,114.573196655172,68.62967323775719,36.84014665844595,1
84.29083175796998,96.60893529796836,16.17811644209081,96.79918743924948,69.259620784467,36.6293105940765,1
80.70283078492537,97.13763863410436,16.749402346590827,112.4947541471558,72.71715020439866,36.37238354262701,1
76.41101519982055,98.84385927650479,16.32563466026577,110.3275872926093,71.8138781480251,36.87055884778894,1
82.42268686789355,96.67599272335637,15.050569570862917,105.71711758902619,71.29308071564577,36.80623066889486,1
88.73680030237192,99.4412723403736,17.98988818898369,100.10296779388915,75.10956847454754,36.71843164734701,1
86.34544245296593,97.52918853086194,17.7133936422472,103.13120798682128,70.51847843628057,36.58560963718952,1
75.28497392009315,96.76509271765798,17.219793497559877,105.93714301736549,75.83043969942594,36.62749617293696,1
71.52167614399144,96.58936084890729,14.247990119764465,118.88031087015386,66.25050659539096,36.80405154022243,1
75.82406110099974,98.21119426975474,16.040877334964854,105.83570348637565,68.40496573221922,36.80535484153618,1
80.27688406162653,96.31154565117916,15.148702898490292,95.54174820785828,70.5594110951865,36.67298446054406,1
64.42229380991981,97.27477272787874,16.109002409708616,105.81295840895008,72.04094797459733,36.848206070295205,1
78.53409585165194,98.00672957643458,15.568315733369424,106.8149078006604,66.23419042995118,36.42500321400655,1
71.65239665340447,96.41263432342099,15.486681031792013,103.03337607477137,72.08480463519776,36.80339339421359,1
75.09380872348687,97.58067521914394,16.294983580026667,105.3358669142941,65.4553893750882,36.91656070920255,1
76.35346481485603,96.55274479322011,16.443705814862586,109.51655685946321,65.58702683075248,36.68823937655935,1
77.88078895232667,98.23138868911028,16.746777966991274,91.2588401046616,71.63995971398808,36.94614049046105,1
82.75792459370669,96.81097648309778,17.584664404341932,101.83954206048544,74.4791303159226,36.57255862159753,1
86.98483957526594,97.93725941255396,19.617469345045446,102.87468895183954,65.15133821235167,36.62710762320247,1
79.13881775827497,98.59563438957724,15.77811719897038,114.23785571077791,67.05410263863729,36.28891278441552,1
89.1553052526829,97.9852593740544,18.131677099152352,104.53013704818103,71.19122082011911,36.33633443545293,1
75.5431956876397,97.42206131760179,15.249426379056374,107.33411924648,75.35647894192056,36.75307751592287,1
82.35511746962324,97.46948099526992,14.477544055473318,105.8422035008261,73.744189471383,36.83542397606452,1
86.05325021706712,96.8063242467579,15.965019868570325,113.88103215272656,67.62308136950644,36.889203133359935,1
80.62988239499786,97.43212915507274,16.920553736891307,112.54280534603383,68.41341862994334,36.530950719540556,1
75.01855502932949,98.30019268186166,15.183553457985266,103.72903311431082,65.29405180216396,36.88270197522694,1
73.82443997906859,98.06537161451698,14.627016814172194,101.34591754037172,72.92717694496521,36.62042004892099,1
76.93323696802882,96.66590742444922,16.75141855039716,105.56156508535948,69.21408776189607,36.532440255124335,1
81.47530732724933,98.61833237641409,16.287080523167617,110.45764937770994,68.93130904037808,36.62875373193025,1
73.23555817029047,96.75782104876264,14.454629785062064,94.90932485187764,66.79689122372729,36.852687378083154,1
78.59852364835952,96.56761028422872,16.47187950129128,110.39668928924625,72.99372764991921,36.94232399218465,1
78.933192433573,97.53270227838235,16.741534986318907,104.26167295986842,66.61782501115842,36.51861697204238,1
83.62366541739492,98.23139696217714,16.267691051742336,104.6736666107125,69.1076389592713,36.39831615442714,1
81.43821612079249,97.78228279050792,16.455863290768818,105.52387994436722,73.31956894680278,36.84843202980228,1
82.38099715056747,95.74790983451834,16.454069334358923,104.98708225610595,70.57107473825891,36.90884898193749,1
75.61934831689713,97.91899119846856,16.464657918659586,105.25005774155369,73.1599699610654,36.83287915908752,1
79.13158865425845,96.8372079285242,17.071605957930117,112.37566500082141,68.554856390498,36.733355056653345,1
85.2526356494109,97.5239125932408,16.895911879024823,105.365826972218,64.87573610324557,36.57831746337424,1
90.0059886729791,98.04816575751445,17.628780348982513,107.95807966139368,70.29979106206811,36.67455927479812,1
71.56426093490239,98.70600908392426,15.361100352058173,112.12415695425095,68.7562238392256,36.86239353190994,1
90.14328929075172,97.3591538344155,15.609818069882538,106.64904193361882,74.99274982830748,36.787570709089756,1
89.01736533934144,97.39844519387285,14.427598933290641,102.33634106183251,72.68894844527732,36.55491811048759,1
85.23478638469287,97.51158662986852,15.28231391641229,104.45549756970777,66.14161616677406,36.5881668549501,1
81.77185272320634,98.11134805719016,15.480335596239929,104.51954266599073,63.43291912688651,36.68576018811312,1
77.89671714260594,96.30393240938787,14.608327277254194,110.73409394139672,71.76030422677145,36.603228254587705,1
89.76873857969763,96.88199590565094,16.722345989325074,112.456993957712,71.83978570668805,36.59077338293016,1
93.13373072021477,95.82197451872813,15.306540305330273,98.66517370743549,67.11183852585063,36.72109054739578,1
92.07095362810304,98.57555679380908,18.18557257941145,110.78846121397656,64.98566553637515,36.114677989848936,1
88.81119522372028,97.52305252077875,16.532526748470875,111.72954824234866,69.46495443604314,36.61619639099967,1
82.394448751415,97.17688965186544,15.890496659292651,94.37369722329306,69.0558942435482,36.83030879890058,1
71.90426516370945,98.36351543957905,16.22852639792207,105.53292616700654,67.49295153140032,36.39986654748156,1
79.97015730809544,97.0320429012024,15.343702751859427,111.29798307668743,73.30533844614018,36.526893459258964,1
84.39838206501145,97.44880816204981,17.826722973085477,109.31589620230835,65.62984086784377,37.14125864447091,1
71.36797819287798,98.19869236481178,17.962822279930098,107.61599364001104,76.02912122997243,36.74006361557085,1
82.64731780321945,97.14040135608667,17.229704037303463,93.911293090471,70.96169204340653,36.78738348347524,1
82.88008675530894,98.33127209061068,16.711821983840647,101.47799396732482,69.54850201751867,36.55492587148758,1
84.66348625055122,98.3164040737233,15.366623372320278,108.33899051292883,68.33197499547627,36.94919796863021,1
72.06640962272684,97.32391084446935,14.291825695373138,99.22673294587182,67.81208359134845,36.74443922458071,1
75.56659276733846,97.50365879405268,15.3897297200954,99.9090225423477,72.43452467807103,36.96871006716435,1
77.07588384414042,97.9151342889886,18.785401182814695,104.67317809213137,71.20087557791432,36.92948283848241,1
72.16232721792181,97.03794773401705,14.970156320818598,110.70899679237375,70.6668044776716,36.89363565514161,1
91.6537647767719,96.43449898811565,15.677046687967994,102.2127176132251,67.31155617746276,36.928013982050274,1
76.67739811943758,97.69355285518911,16.49835813578265,102.28605919397046,66.16916156945328,36.77705968666442,1
82.20409651738335,97.01874375831287,17.747162060952235,104.34627709695316,74.04398072411603,36.312062543715456,1
78.26756394532471,96.978477218437,16.988203844844215,107.50405273294538,63.688374348067704,36.64619751514215,1
90.60926828797422,97.19280406447695,16.07256980369343,112.55081324636876,69.84772917677876,37.09670547086107,1
88.84641861344832,96.70743688416293,18.189923666869674,108.801089666664,74.67414469799054,36.55099213447809,1
84.24346257292693,97.10182039045887,16.540020630935267,104.5909357436447,67.6803334896797,36.69695605107742,1
65.23648379966744,95.86527932343456,14.986847252975389,109.12953197687143,68.72813806524904,36.851863613743134,1
80.34859412754123,98.27669345645516,14.228631252087133,105.58833498824097,66.58262980220395,36.816797182206,1
84.58069747820278,97.41954874499719,14.717722393151664,107.61929129422933,72.68794908199507,36.15499534719525,1
86.72654255814254,96.92125493161457,16.917517639523403,103.2591246596092,73.5124389605251,37.154953684401406,1
75.86002280045908,96.93670821535163,18.73296313247403,95.99257394733783,66.98898719456405,36.987395416061524,1
92.20747613429977,97.91594863350838,17.538289980685,107.92276729732959,68.84328255447085,36.24839060620097,1
71.15311250091094,97.43543769712343,15.575551098897032,113.30988183770447,65.1442614079008,36.969868363286956,1
75.56776225383803,97.58609799416418,16.525657446627715,98.89031197559147,66.44090107546914,36.8562785427921,1
86.26483492036395,96.18132359407754,12.590676704748123,118.46532583342685,67.19141110737735,36.83458686447496,1
80.32866591262959,96.60150043535879,14.636445038472345,110.16337019874412,73.75282517930195,36.46208224042909,1
93.41603031042321,97.91386948891422,18.03145954811275,98.29415869377178,68.24168278238052,36.67954778318864,1
81.26307858983353,97.57460181725374,17.979251951852934,100.02618352502898,74.9839765924014,36.51195099795042,1
75.75759959571208,99.1159216535101,15.108865515095253,103.42273271777772,72.37239342574374,36.44612341176534,1
77.47032451494019,97.04155489327763,16.554847520903547,102.79806335485858,73.08845645132327,36.309166519019335,1
72.68932101195139,97.96596431146938,19.300682355585845,106.8754006598212,75.36332665959937,36.24700506300606,1
71.43954288520973,96.36438308223812,16.40409799696382,99.46580175099605,69.57201678864743,36.64185797532538,1
84.22375698814716,96.2030452473606,16.366398469054435,100.67888131058403,73.83170864289806,36.71709918134134,1
83.8938109431658,97.03139623548265,17.25171982108515,103.86576336933206,71.86670024924112,36.62647542022999,1
88.67354409025549,96.81384505658585,14.91676139591873,99.30841156883685,76.09148611432607,36.34937746732506,1
74.94414119855846,96.81324527118818,13.403615309060942,110.91466675229475,71.7437094114148,36.6569275947439,1
91.31701993137261,97.64993190135276,13.58179618609797,105.17382237475131,71.11181428472227,36.588763956474175,1
78.07450235768194,97.420361255035,16.207744678068266,100.09442659390385,66.9152711704839,36.504893264049656,1
90.54853546825873,97.39827783090561,14.453898011513825,100.47677608816703,72.68219963644961,36.77220419925691,1
77.10033482387661,98.4771426424605,14.66281929484421,94.62650524187106,63.059435895152625,36.569131221043776,1
75.07226194130676,97.67767606839118,17.370690840308928,110.8094345695393,70.62528844494366,36.66707075698676,1
81.67356198944307,96.37475959806692,15.557928797824298,101.27490251174709,72.13361183298782,36.73431560355341,1
86.91073566862546,98.1800762780478,15.25117878150691,101.93846897825287,73.37904462024615,36.647694548528236,1
81.07876416399282,98.02899108057667,16.984810244928198,111.09506374365559,70.80097630974858,37.1106451687105,1
76.07695687837365,97.00268774302423,17.434274531951697,103.8192161005974,68.90260279994823,36.53728119427674,1
71.01382791568632,98.09655098812172,14.097598461884322,108.79600452209965,73.44027096982373,36.737444486323525,1
70.60981456005324,98.01570486576917,18.13920747706449,99.00634779893768,74.38568828924967,36.5326204066915,1
83.3679750941616,97.03152133356764,15.259778590612276,103.9630063493059,73.25890939138728,36.374299037839904,1
86.63107732301489,97.2309417641452,16.259199928520946,102.75609089301827,66.32863506535982,37.01884457147986,1
78.89922622941056,98.20200480675642,16.3224207743725,101.38047878268183,67.24548664338874,36.53815299901188,1
72.80175544986949,96.28808854910908,16.053682503999735,97.29155447403016,71.19419455909488,36.63628523671545,1
85.84938242256544,97.25410139027322,16.5602285466751,102.05912741556013,70.52716036308465,36.743908899673734,1
71.42136057041236,96.42617066436594,14.8528621892233,99.30316027909282,66.66732012420977,36.86231293141086,1
75.22244376310287,96.29929792744642,14.600521170857759,95.33571385258037,69.60039665146627,36.81610501524348,1
84.16081961871866,97.74698260307923,15.770331248397026,108.84460181170687,76.20761675221685,36.67558737014612,1
64.92405413705023,99.66613590942826,15.464473989352555,104.62443134020346,71.25994272707236,36.851388792456206,1
82.58867630369424,99.62044566940156,15.126081598596947,103.41967816645543,68.3641782196235,36.53188084398833,1
76.10300639605633,99.2811414296624,16.68232518382615,102.186637153782,73.37168340869093,37.06636570753339,1
80.73217397310135,97.38906947358737,15.754151252728468,105.69700363755474,63.31597170642638,36.643925677502,1
79.49279977432049,96.1554194118555,16.896805406707564,97.50424498047462,64.58168390042302,36.64853095965901,1
81.35416644679454,98.98342397975777,16.901168535692456,102.85397627345652,67.7505320199669,36.436479275995254,1
84.65095197593695,96.81552998765811,17.180353713333666,109.18514475335928,76.16045944790501,36.29844797863103,1
74.91892266898066,98.85996624154893,16.384785853705555,104.02065302055993,66.24617253445929,36.92860190596945,1
89.52057954948984,97.34853255852322,15.740240548020049,102.96779561603788,75.26552695253429,37.16024061511033,1
84.86482838595002,97.42364861956781,14.36124277762214,105.4918936659532,64.27870796418036,36.83207122981478,1
85.6530088374319,97.65577585791492,16.973997725554437,107.35484512515087,69.34307880723536,36.33084953902362,1
87.80458867344389,97.69399783896249,16.318192898321616,106.09002380391456,66.2632733274703,36.58833225694434,1
85.27684108542933,97.80877570865609,15.562057028854092,107.50706693612828,72.31181328794952,36.72034779057368,1
85.65532715987656,95.91312664198998,13.962566665691071,100.38350233223785,71.00375038765074,36.6428569291088,1
80.50647719197732,98.11249820912288,15.565964541082623,107.09232152354438,72.4023824383535,36.66043263594096,1
70.44061519836879,97.344605415031,15.991445976847531,113.50397692626376,73.71161649701762,36.751889267398575,1
79.09519782975201,97.85887021539205,15.36100113466449,102.26543509625785,70.8280248855481,36.50581229908663,1
74.84425191081607,97.44018901639828,16.519662826591816,105.41090052596824,69.83459062446832,36.48945133470521,1
70.46763015094673,97.14063008201931,14.977574331829672,106.72833683346907,65.14119182739816,36.93671710045741,1
81.73163369911701,98.1575426311779,15.586513902415666,112.1090211564221,68.87962860144421,36.77832168688966,1
76.1907186572108,97.93218146239222,15.439834358095188,103.58559515704852,67.323411669154,36.401605262907104,1
73.10031026532319,97.9179647017948,17.049578489499584,104.56609355127168,73.09494140186726,36.59180503175874,1
73.0118927635205,97.7100698235043,16.789261399792785,108.26363216213763,71.61874063763418,36.79928127946943,1
81.79839443404973,96.79719008591435,14.180714561528843,110.25443621513136,74.62994732832527,36.53176247324591,1
82.40310205944131,97.57129125647253,14.456813611266263,103.28656411723314,69.24361441533998,36.94871331490685,1
88.86046504743778,96.58688913981624,16.122378095522894,109.4879648774025,72.66660286277418,37.14024469648756,1
79.90677172088857,98.20824322036809,16.00044283414482,107.8252776710586,67.40458904459304,36.57033491765961,1
86.9803263867259,96.17566001813826,15.422166164214513,104.1711840107383,70.12395316481008,36.45941716271695,1
89.3951743393759,96.95542304492243,15.96276808793068,101.23599335087113,71.97866794404347,36.67719127271913,1
87.70610976220294,94.90885233412887,18.188757699869573,105.77840441711123,77.49319744030954,36.957885067360635,1
64.15246382794427,96.46514558409422,13.097026270104907,116.03398619601043,74.31065984774587,37.022716732257614,1
88.23218091866292,97.40916268647213,15.112748674393709,102.98587646222028,61.99452755330787,36.79484582785993,1
82.27545405526591,97.07017959968574,15.354566729310159,112.71021580511945,64.87916881211461,36.86283828161224,1
82.83926806411742,97.04160965032212,15.637164502120582,108.01005928405084,68.56439667995508,36.85436819805295,1
82.48722369883293,98.72996882904435,14.764495831344188,103.23884425596444,72.62458906759998,36.42907809330641,1
82.5644729738141,97.42185361111862,14.957977633593417,103.69079850822652,70.01724770160035,36.74803245822019,1
82.14007527569095,96.86306450751438,16.43929807510383,106.31090602344813,68.39460934311496,36.66535248507834,1
77.59528083279125,97.00296788190357,15.48712310265454,101.7378902916583,63.47826313515895,36.789561292566106,1
67.25904350088084,97.97933281536878,15.786155506721911,113.9157892620596,72.66818072958887,36.607028447301495,1
79.27027132302027,97.11947302871883,16.726266912105963,102.38390651681111,70.64830731451389,37.01324811544317,1
74.61499661491146,97.00073529941893,16.266627269832902,117.09924640594043,68.17982668946296,36.7171417758939,1
87.23709486400384,97.98330334998921,17.18771314510312,104.14982055864213,68.33303790634088,36.83145463160226,1
78.06526440983097,97.45549463373293,15.956657784269272,100.06704112648949,70.79758214170742,36.50173725623109,1
80.55928488591697,96.72509787662523,13.123285321010137,98.06326909273714,65.22074757824312,36.75312874637754,1
74.30764009741205,98.02262467539643,17.454203106912892,106.94346455362862,67.53573048963835,36.58122644627734,1
76.57882946508255,97.71158611763276,13.922635269715045,106.80657035925826,68.94664846729863,36.771449319072296,1
79.92272848669987,97.52744427057257,13.631380213626272,105.53527037543608,73.06831671840584,36.67131365903447,1
70.04798626543425,98.22423170651138,17.23754983106882,109.40037003897913,66.75051856386084,36.80665198925655,1
82.01459026577386,98.63907397846883,15.216182640539426,107.42173047855717,65.2697017600085,36.349085213854345,1
79.28931590190007,98.15834446437613,16.324040270660646,105.42678391434796,69.55091832455935,36.64624990875872,1
72.05567730646493,97.97890536989364,17.118606358106895,99.67238871121981,71.84913586388897,36.794129686538945,1
63.93183980183493,97.29154395467854,17.332084554780124,111.19011457788359,66.48806063082948,36.76609183841764,1
83.43744929699804,96.85530480351342,14.312677056806988,103.34484328092792,67.64973242452587,37.091171353367535,1
78.00618693907968,98.78562487233252,17.96475018936358,101.25963454775055,67.99609907270475,36.44366672366493,1
76.44894363143834,97.22220881722562,16.50872013074952,106.81846782631654,68.06061140006308,36.97349902031008,1
78.4177639799853,97.2895827199109,14.023241172353451,103.54149040002248,69.04174008145498,36.66429758559264,1
92.17038880390366,98.11502681714619,15.645505828852759,101.12547629526955,71.04665986665736,36.4277515153497,1
79.6663335073004,98.20947663781324,13.560530161627627,101.63344092795447,71.56878781397043,36.56849388678141,1
80.58034906202323,97.76333911916831,15.540922107363812,98.1758247961114,70.10447114531692,36.92152688470224,1
70.03661177317483,98.05962994496622,16.633835255001348,96.27617167891066,71.79377761893349,36.51551833042789,1
91.03717174458586,98.0373905910794,16.25812446115115,105.77505291962777,70.78368435528996,36.45204890623518,1
86.14716948907677,97.52144145005902,14.62475384414573,96.27457904373972,66.669908439144,36.5524914054022,1
87.1484636089347,97.73153173026924,14.834821810696642,108.47634702961554,73.18110128431942,36.88900691354933,1
80.31940729911825,98.46968565119525,16.82381153058359,117.84487179179118,72.26329893914111,36.2866975826391,1
86.1415870851248,98.04788987661146,16.44121756019486,105.30769452685401,68.98318361884343,36.556153250927615,1
82.48534379513255,98.02309155480089,15.157445754716575,102.58837021810936,65.89831818071363,36.635871401109526,1
84.10836682165534,96.39737402950674,16.711567640013588,100.85839032359833,73.95631684580306,36.88454625923636,1
78.98030717866446,97.52069302281873,15.647044566068956,101.6744043831938,68.49721474094628,37.32327070123388,1
70.12495074811888,97.90021053563446,15.43660234376597,103.40455887970519,70.89992053425428,37.129625361086234,1
86.89332413028133,96.27114270760066,16.60495365078212,101.31702071299048,68.98282464136503,36.28856719436536,1
67.03577043471496,98.10472984534057,15.456490621276696,110.55260195219597,61.17606390539413,36.70305174651679,1
78.39242430257116,97.46186716391891,17.00440540925264,104.47296691490591,74.9537670100052,36.70782054500018,1
78.62969932772228,97.74016397736808,16.418092277012594,106.60055515584625,65.29760819926281,37.06881218929607,1
73.01283705540382,97.07200617128986,17.553015151268163,102.6567869658708,67.42538343607848,36.762755611798596,1
84.10792501345509,95.9790656572381,14.541146788074503,101.60467741823116,71.408368661248,36.67800390438937,1
78.65779100055589,96.809294774887,14.189689024453894,109.65543650373405,66.88601787785728,36.6988365109274,1
77.07298221849821,97.83884463483133,16.18307475410309,106.46157191359474,72.34277877032618,36.64628380175702,1
83.4829395975502,96.4345978091289,13.581845957568044,98.40345806653818,71.7507854035605,36.63491864540295,1
76.80692042825862,97.99324004325584,17.60605561574075,97.436549813174,68.21972996876416,36.75997918525698,1
89.30616583141666,97.06417182384665,16.076259008792412,102.00892502945122,67.62477336815626,36.90385361667489,1
82.35474901045501,96.96688626257547,15.096887136497946,99.68958351171052,72.89603071014825,36.97629437090799,1
76.82196898820926,97.66911707616879,16.973796852439655,107.17709741781421,72.23618103899592,36.63207379023586,1
66.97342466089685,98.33301321292608,14.32536334845438,100.63191374357906,73.86259807215335,36.55657655973608,1
71.23805358076231,97.55515160422007,16.766401441246067,108.8336467561876,71.48664885900239,36.58909592288141,1
